"date_utc","date_time_utc","ethtz_price"
2023-04-09,"2023-04-09 00:00:08",1630.01098913241
2023-04-09,"2023-04-09 00:10:04",1630.01098913241
2023-04-09,"2023-04-09 00:20:04",1630.01098913241
2023-04-09,"2023-04-09 00:30:04",1630.01098913241
2023-04-09,"2023-04-09 00:40:04",1630.01098913241
2023-04-09,"2023-04-09 00:50:04",1630.01098913241
2023-04-09,"2023-04-09 01:00:07",1630.01098913241
2023-04-09,"2023-04-09 01:10:04",1630.01098913241
2023-04-09,"2023-04-09 01:20:04",1630.01098913241
2023-04-09,"2023-04-09 01:30:04",1630.01098913241
2023-04-09,"2023-04-09 01:40:04",1630.01098913241
2023-04-09,"2023-04-09 01:50:04",1630.01098913241
2023-04-09,"2023-04-09 02:00:06",1630.01098913241
2023-04-09,"2023-04-09 02:10:04",1630.01098913241
2023-04-09,"2023-04-09 02:20:04",1630.01098913241
2023-04-09,"2023-04-09 02:30:04",1630.01098913241
2023-04-09,"2023-04-09 02:40:04",1630.01098913241
2023-04-09,"2023-04-09 02:50:04",1630.01098913241
2023-04-09,"2023-04-09 03:00:06",1630.01098913241
2023-04-09,"2023-04-09 03:10:04",1630.01098913241
2023-04-09,"2023-04-09 03:20:04",1630.01098913241
2023-04-09,"2023-04-09 03:30:03",1630.01098913241
2023-04-09,"2023-04-09 03:40:03",1630.01098913241
2023-04-09,"2023-04-09 03:50:04",1630.01098913241
2023-04-09,"2023-04-09 04:00:06",1630.01098913241
2023-04-09,"2023-04-09 04:10:04",1630.01098913241
2023-04-09,"2023-04-09 04:20:04",1630.01098913241
2023-04-09,"2023-04-09 04:30:04",1630.01098913241
2023-04-09,"2023-04-09 04:40:04",1630.01098913241
2023-04-09,"2023-04-09 04:50:03",1630.01098913241
2023-04-09,"2023-04-09 05:00:06",1630.01098913241
2023-04-09,"2023-04-09 05:10:03",1630.01098913241
2023-04-09,"2023-04-09 05:20:04",1630.01098913241
2023-04-09,"2023-04-09 05:30:04",1630.01098913241
2023-04-09,"2023-04-09 05:40:03",1630.01098913241
2023-04-09,"2023-04-09 05:50:04",1630.01098913241
2023-04-09,"2023-04-09 06:00:07",1630.01098913241
2023-04-09,"2023-04-09 06:10:04",1630.01098913241
2023-04-09,"2023-04-09 06:20:04",1630.01098913241
2023-04-09,"2023-04-09 06:30:04",1630.01098913241
2023-04-09,"2023-04-09 06:40:04",1630.01098913241
2023-04-09,"2023-04-09 06:50:04",1630.01098913241
2023-04-09,"2023-04-09 07:00:06",1630.01098913241
2023-04-09,"2023-04-09 07:10:04",1630.01098913241
2023-04-09,"2023-04-09 07:20:04",1630.01098913241
2023-04-09,"2023-04-09 07:30:04",1630.01098913241
2023-04-09,"2023-04-09 07:40:04",1630.01098913241
2023-04-09,"2023-04-09 07:50:03",1630.01098913241
2023-04-09,"2023-04-09 08:00:06",1630.01098913241
2023-04-09,"2023-04-09 08:10:04",1630.01098913241
2023-04-09,"2023-04-09 08:20:03",1630.01098913241
2023-04-09,"2023-04-09 08:30:04",1630.01098913241
2023-04-09,"2023-04-09 08:40:03",1630.01098913241
2023-04-09,"2023-04-09 08:50:04",1630.01098913241
2023-04-09,"2023-04-09 09:00:06",1630.01098913241
2023-04-09,"2023-04-09 09:10:04",1630.01098913241
2023-04-09,"2023-04-09 09:20:10",1630.01098913241
2023-04-09,"2023-04-09 09:30:03",1630.01098913241
2023-04-09,"2023-04-09 09:40:04",1630.01098913241
2023-04-09,"2023-04-09 09:50:04",1630.01098913241
2023-04-09,"2023-04-09 10:00:06",1630.01098913241
2023-04-09,"2023-04-09 10:10:03",1630.01098913241
2023-04-09,"2023-04-09 10:20:04",1630.01098913241
2023-04-09,"2023-04-09 10:30:03",1630.01098913241
2023-04-09,"2023-04-09 10:40:04",1630.01098913241
2023-04-09,"2023-04-09 10:50:04",1630.01098913241
2023-04-09,"2023-04-09 11:00:06",1630.01098913241
2023-04-09,"2023-04-09 11:10:04",1630.01098913241
2023-04-09,"2023-04-09 11:20:04",1630.01098913241
2023-04-09,"2023-04-09 11:30:04",1630.01098913241
2023-04-09,"2023-04-09 11:40:04",1630.01098913241
2023-04-09,"2023-04-09 11:50:04",1630.01098913241
2023-04-09,"2023-04-09 12:00:07",1630.01098913241
2023-04-09,"2023-04-09 12:10:04",1630.01098913241
2023-04-09,"2023-04-09 12:20:03",1630.01098913241
2023-04-09,"2023-04-09 12:30:04",1630.01098913241
2023-04-09,"2023-04-09 12:40:04",1630.01098913241
2023-04-09,"2023-04-09 12:50:04",1630.01098913241
2023-04-09,"2023-04-09 13:00:07",1628.83146090124
2023-04-09,"2023-04-09 13:10:04",1623.97798225679
2023-04-09,"2023-04-09 13:20:03",1623.97798225679
2023-04-09,"2023-04-09 13:30:04",1623.97798225679
2023-04-09,"2023-04-09 13:40:04",1623.97798225679
