"date_utc","date_time_utc","usds_price"
2023-02-19,"2023-02-19 14:40:04",0.833844801760833
2023-02-19,"2023-02-19 14:50:04",0.833844801760833
2023-02-19,"2023-02-19 15:00:07",0.833844801760833
2023-02-19,"2023-02-19 15:10:04",0.833844801760833
2023-02-19,"2023-02-19 15:20:03",0.833844801760833
2023-02-19,"2023-02-19 15:30:04",0.833844801760833
2023-02-19,"2023-02-19 15:40:04",0.833844801760833
2023-02-19,"2023-02-19 15:50:04",0.833844801760833
2023-02-19,"2023-02-19 16:00:06",0.833844801760833
2023-02-19,"2023-02-19 16:10:03",0.833844801760833
2023-02-19,"2023-02-19 16:20:04",0.833844801760833
2023-02-19,"2023-02-19 16:30:04",0.833844801760833
2023-02-19,"2023-02-19 16:40:03",0.833844801760833
2023-02-19,"2023-02-19 16:50:04",0.833844801760833
2023-02-19,"2023-02-19 17:00:07",0.833844801760833
2023-02-19,"2023-02-19 17:10:03",0.833844801760833
2023-02-19,"2023-02-19 17:20:04",0.833844801760833
2023-02-19,"2023-02-19 17:30:04",0.833844801760833
2023-02-19,"2023-02-19 17:40:04",0.833844801760833
2023-02-19,"2023-02-19 17:50:04",0.833844801760833
2023-02-19,"2023-02-19 18:00:07",0.837667243068818
2023-02-19,"2023-02-19 18:10:04",0.837667243068818
2023-02-19,"2023-02-19 18:20:04",0.837667243068818
2023-02-19,"2023-02-19 18:30:04",0.837667243068818
2023-02-19,"2023-02-19 18:40:04",0.837667243068818
2023-02-19,"2023-02-19 18:50:04",0.837667243068818
2023-02-19,"2023-02-19 19:00:07",0.837667243068818
2023-02-19,"2023-02-19 19:10:04",0.837667243068818
2023-02-19,"2023-02-19 19:20:04",0.837667243068818
2023-02-19,"2023-02-19 19:30:03",0.837667243068818
2023-02-19,"2023-02-19 19:40:03",0.837667243068818
2023-02-19,"2023-02-19 19:50:04",0.837667243068818
2023-02-19,"2023-02-19 20:00:07",0.837667243068818
2023-02-19,"2023-02-19 20:10:03",0.837667243068818
2023-02-19,"2023-02-19 20:20:04",0.837667243068818
2023-02-19,"2023-02-19 20:30:03",0.837667243068818
2023-02-19,"2023-02-19 20:40:04",0.837667243068818
2023-02-19,"2023-02-19 20:50:04",0.837667243068818
2023-02-19,"2023-02-19 21:00:06",0.837667243068818
2023-02-19,"2023-02-19 21:10:04",0.837667243068818
2023-02-19,"2023-02-19 21:20:04",0.837667243068818
2023-02-19,"2023-02-19 21:30:04",0.837667243068818
2023-02-19,"2023-02-19 21:40:04",0.837667243068818
2023-02-19,"2023-02-19 21:50:04",0.837667243068818
2023-02-19,"2023-02-19 22:00:06",0.837667243068818
2023-02-19,"2023-02-19 22:10:03",0.837667243068818
2023-02-19,"2023-02-19 22:20:04",0.837667243068818
2023-02-19,"2023-02-19 22:30:04",0.837667243068818
2023-02-19,"2023-02-19 22:40:04",0.837667243068818
2023-02-19,"2023-02-19 22:50:04",0.837667243068818
2023-02-19,"2023-02-19 23:00:06",0.837667243068818
2023-02-19,"2023-02-19 23:10:04",0.837667243068818
2023-02-19,"2023-02-19 23:20:04",0.837667243068818
2023-02-19,"2023-02-19 23:30:03",0.837667243068818
2023-02-19,"2023-02-19 23:40:03",0.837667243068818
2023-02-19,"2023-02-19 23:50:03",0.837667243068818
2023-02-20,"2023-02-20 00:00:07",0.837667243068818
2023-02-20,"2023-02-20 00:10:04",0.837667243068818
2023-02-20,"2023-02-20 00:20:03",0.837667243068818
2023-02-20,"2023-02-20 00:30:03",0.837667243068818
2023-02-20,"2023-02-20 00:40:03",0.837667243068818
2023-02-20,"2023-02-20 00:50:04",0.837667243068818
2023-02-20,"2023-02-20 01:00:07",0.837667243068818
2023-02-20,"2023-02-20 01:10:04",0.837667243068818
2023-02-20,"2023-02-20 01:20:04",0.837667243068818
2023-02-20,"2023-02-20 01:30:04",0.837667243068818
2023-02-20,"2023-02-20 01:40:03",0.837667243068818
2023-02-20,"2023-02-20 01:50:04",0.837667243068818
2023-02-20,"2023-02-20 02:00:07",0.837667243068818
2023-02-20,"2023-02-20 02:10:04",0.837667243068818
2023-02-20,"2023-02-20 02:20:03",0.837667243068818
2023-02-20,"2023-02-20 02:30:04",0.837667243068818
2023-02-20,"2023-02-20 02:40:04",0.837667243068818
2023-02-20,"2023-02-20 02:50:03",0.837667243068818
2023-02-20,"2023-02-20 03:00:06",0.837667243068818
2023-02-20,"2023-02-20 03:10:04",0.833856229936928
2023-02-20,"2023-02-20 03:20:04",0.833856229936928
2023-02-20,"2023-02-20 03:30:04",0.833856229936928
2023-02-20,"2023-02-20 03:40:04",0.833856229936928
2023-02-20,"2023-02-20 03:50:04",0.833856229936928
2023-02-20,"2023-02-20 04:00:06",0.827981508487458
2023-02-20,"2023-02-20 04:10:04",0.827981508487458
2023-02-20,"2023-02-20 04:20:04",0.827981508487458
2023-02-20,"2023-02-20 04:30:04",0.827981508487458
2023-02-20,"2023-02-20 04:40:04",0.827981508487458
2023-02-20,"2023-02-20 04:50:04",0.827981508487458
2023-02-20,"2023-02-20 05:00:06",0.827981508487458
2023-02-20,"2023-02-20 05:10:04",0.827981508487458
2023-02-20,"2023-02-20 05:20:04",0.827981508487458
2023-02-20,"2023-02-20 05:30:04",0.827981508487458
2023-02-20,"2023-02-20 05:40:03",0.82197579827515
2023-02-20,"2023-02-20 05:50:04",0.82197579827515
2023-02-20,"2023-02-20 06:00:07",0.82197579827515
2023-02-20,"2023-02-20 06:10:04",0.82197579827515
2023-02-20,"2023-02-20 06:20:04",0.82197579827515
2023-02-20,"2023-02-20 06:30:04",0.82197579827515
2023-02-20,"2023-02-20 06:40:04",0.82197579827515
2023-02-20,"2023-02-20 06:50:04",0.82197579827515
2023-02-20,"2023-02-20 07:00:06",0.82197579827515
2023-02-20,"2023-02-20 07:10:04",0.82197579827515
2023-02-20,"2023-02-20 07:20:04",0.82197579827515
2023-02-20,"2023-02-20 07:30:05",0.82197579827515
2023-02-20,"2023-02-20 07:40:04",0.82197579827515
2023-02-20,"2023-02-20 07:50:04",0.82197579827515
2023-02-20,"2023-02-20 08:00:06",0.82197579827515
2023-02-20,"2023-02-20 08:10:03",0.82197579827515
2023-02-20,"2023-02-20 08:20:04",0.82197579827515
2023-02-20,"2023-02-20 08:30:04",0.82197579827515
2023-02-20,"2023-02-20 08:40:04",0.82197579827515
2023-02-20,"2023-02-20 08:50:04",0.82197579827515
2023-02-20,"2023-02-20 09:00:07",0.82197579827515
2023-02-20,"2023-02-20 09:10:04",0.82197579827515
2023-02-20,"2023-02-20 09:20:04",0.82197579827515
2023-02-20,"2023-02-20 09:30:06",0.82197579827515
2023-02-20,"2023-02-20 09:40:04",0.82197579827515
2023-02-20,"2023-02-20 09:50:04",0.82197579827515
2023-02-20,"2023-02-20 10:00:07",0.82197579827515
2023-02-20,"2023-02-20 10:10:04",0.82197579827515
2023-02-20,"2023-02-20 10:20:04",0.82197579827515
2023-02-20,"2023-02-20 10:30:04",0.82197579827515
2023-02-20,"2023-02-20 10:40:04",0.815751338658512
2023-02-20,"2023-02-20 10:50:03",0.815751338658512
2023-02-20,"2023-02-20 11:00:06",0.815751338658512
2023-02-20,"2023-02-20 11:10:04",0.809940683665447
2023-02-20,"2023-02-20 11:20:04",0.809940683665447
2023-02-20,"2023-02-20 11:30:05",0.809940683665447
2023-02-20,"2023-02-20 11:40:04",0.809940683665447
2023-02-20,"2023-02-20 11:50:04",0.80584036547123
2023-02-20,"2023-02-20 12:00:06",0.80584036547123
2023-02-20,"2023-02-20 12:10:03",0.80584036547123
2023-02-20,"2023-02-20 12:20:04",0.80584036547123
